name,dates,base,base_primary,country,region,type,anno,anno_refit,service,length_ft,cabins,berths,wc,price_eur,original_price_eur,discount,deposit_eur,yacht_id
Oceanis 48 (Joy),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,48.0,5,10,3,5400.0,6000.0,"- 10,00 %",3000.0,7661430497100923
Jeanneau 51 (Sogno di Mare),13.06.2026 - 20.06.2026,"Preveza Marina, Grecia","Preveza Marina, Grecia",Greece,Ionian,Barca a vela,2022,,Con equipaggio,49.0,3,6 (4 guests + 1 or 2 crew),3,5440.0,6400.0,"- 15,00 %",700.0,3971816600000101384
Oceanis 51.1 (Forkys),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,52.0,6,12 (10+1+1),4,5440.0,6800.0,"- 20,00 %",4000.0,8308191481301496
Oceanis 46.1 (COOKIE),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2024,,Bareboat,46.0,5,10,3,5500.0,,,3000.0,5707875230000104963
Excess 11 (ART),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2026,,Bareboat,37.0,6,10 (8 + 2),2,5517.0,6490.0,"- 15,00 %",0.0,7580382080000108736
Bavaria Cruiser 51 (PRINCE NIKOLAOS),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,49.0,5,10,3,5585.0,6571.0,"- 15,00 %",0.0,7592212290000108736
Lagoon 42 (Blue Ripple I),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2020,,Bareboat,42.0,6,10,5,5625.0,7500.0,"- 25,00 %",3500.0,7031491227801254
Lagoon 39 (U2),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2014,,Bareboat,39.0,4,8,2,5690.0,,,3000.0,1176353940000102753
Oceanis 51.1 (Calypso),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,52.0,6,11 Saloon table convertible,3,5695.0,6700.0,"- 15,00 %",0.0,1773282610000101909
Lagoon 40 (Trinacria),13.06.2026 - 20.06.2026,"Preveza / Cleopatra Marina, Grecia","Preveza / Cleopatra Marina, Grecia",Greece,Ionian,Catamarano,2020,,Bareboat,39.0,5,10,5,5822.0,7100.0,"- 18,00 %",3500.0,3208000616902322
Bavaria SR41 (Sandy I ),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a motore,2021,,Bareboat,43.0,2,4,2,5850.0,7800.0,"- 25,00 %",4000.0,4590900806301496
Oceanis 51.1 (Brando),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,52.0,6,12 10+2,4,5850.0,6500.0,"- 10,00 %",3500.0,4395720620001002
Sun Loft 47 (NEW HORIZONS III),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,46.0,7,12,5,5851.0,6884.0,"- 15,00 %",0.0,7600393290000108736
Sun Loft 47 (SOLARIS),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,46.0,7,12,5,5851.0,6884.0,"- 15,00 %",0.0,7610154520000108736
Lagoon 40 (SOPHIE),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Catamarano,2025,,Bareboat,40.0,6,10,4,5895.0,7700.0,"- 23,44 %",3500.0,5990541173104391
Excess 11 (ROXY),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Catamarano,2021,,Bareboat,37.0,6,10 (8 + 2),2,6008.0,7068.0,"- 15,00 %",0.0,7583651040000108736
Lagoon 40 (Il Vento),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Catamarano,2019,,Bareboat,39.0,4,10,4,6030.0,6700.0,"- 10,00 %",0.0,1688623520000101357
Hanse 548 (Joy),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2018,,Bareboat,50.0,5,9,5,6035.0,7100.0,"- 15,00 %",0.0,1349044000000101909
Lagoon 42 (ATHINA),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Catamarano,2020,,Bareboat,42.0,6,12,5,6150.0,7500.0,"- 18,00 %",3500.0,6962011020904438
Oceanis 46.1 (Sunsail 46.4 Premium),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,48.0,4,8,4,6201.0,,,5865.0,4670539670000102889
Dufour 44 (Sunsail 44.4 Premium),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2024,,Bareboat,45.0,4,8,4,6201.0,,,5865.0,5237787020000102889
Motorboat (Nemesis),13.06.2026 - 19.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a motore,2026,,Con equipaggio,23.0,0,0,0,6230.0,,,250.0,7512815080000108069
Lagoon 42 (Nyami-Nyami),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2017,,Bareboat,42.0,6,12,4,6237.0,6930.0,"- 10,00 %",500.0,11827891206105249
Rock Marine 36 (AELIA),13.06.2026 - 19.06.2026,"Pilos / Pylos Marina, Grecia - Kalamata Port, Grecia","Pilos / Pylos Marina, Grecia",Greece,Ionian,Barca a motore,2022,,Bareboat,35.0,1,Cabine: 1,1,6248.0,7714.0,"- 19,00 %",1900.0,6701745990000104347
Lagoon 450 Fly (ISMA),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2019,,Bareboat,46.0,6,12 (8+2+2),5,6300.0,,,3500.0,4418901047603926
Lagoon 42 (LA MAR),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2017,,Bareboat,42.0,4,12,4,6375.0,8500.0,"- 25,00 %",3500.0,5628070350000101135
Lagoon 42 (Catalina | A/C generator watermaker),13.06.2026 - 20.06.2026,"Preveza / Cleopatra Marina, Grecia","Preveza / Cleopatra Marina, Grecia",Greece,Ionian,Catamarano,2020,,Bareboat,42.0,6,10,4,6474.0,8300.0,"- 22,00 %",3500.0,3134260616902322
Lagoon 38 (APPLE),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2026,,Bareboat,37.0,6,10 (8+2),2,6494.0,7640.0,"- 15,00 %",0.0,7604634330000108736
Isla 40 (Kebitree),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia - Palairos / Marina Paleros, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,38.0,4,10,4,6508.0,7657.0,"- 15,00 %",3000.0,3661371555706853
Lagoon 42 (Nyami Nyami),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2017,,Bareboat,42.0,6,10,5,6584.0,6930.0,"- 5,00 %",3500.0,2754316870000104177
Excess 11 (Ad Astra),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,37.0,6,12,2,6588.0,7320.0,"- 10,00 %",0.0,7323029130000107709
Ocean Star 56.1 (Delfios),13.06.2026 - 20.06.2026,"Preveza Marina, Grecia","Preveza Marina, Grecia",Greece,Ionian,Barca a vela,2008,,Bareboat,52.0,6,11 10+1,6,6700.0,,,3600.0,797802670000102142
Astréa 42 (Bellmar),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Catamarano,2024,,Bareboat,41.0,6,10,5,6750.0,9000.0,"- 25,00 %",3500.0,5528936740000105838
Leopard 45 (Obsession),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Catamarano,2017,,Bareboat,45.0,4,9,5,6800.0,8000.0,"- 15,00 %",3000.0,7213848850000105307
Bali 4.1 (Efi),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2020,,Bareboat,41.0,4,12,4,6800.0,8000.0,"- 15,00 %",3000.0,5652171137601520
Lagoon 42 (Marou),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2020,,Bareboat,42.0,6,10,5,6840.0,7600.0,"- 10,00 %",0.0,23328220872701909
Bali Catspace (Blue Spirit),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2024,,Bareboat,40.0,5,10,5,6925.0,8900.0,"- 22,19 %",3500.0,6583110850000101002
Bali Catspace (Blue Spirit),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2024,,Bareboat,40.0,5,10,4,6975.0,7750.0,"- 10,00 %",3600.0,4255351041902275
Excess 14 (LAS OLAS),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,46.0,6,12,4,6975.0,9300.0,"- 25,00 %",3500.0,5301427310000105838
Oceanis 60 (Premium +),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2017,2022,Con equipaggio,62.0,3,6,3,7000.0,,,3000.0,3791832260000105328
Lagoon 450 Fly (ISMA),13.06.2026 - 20.06.2026,"Kefalonia / Sami Port, Grecia","Kefalonia / Sami Port, Grecia",Greece,Ionian,Catamarano,2019,,Bareboat,46.0,6,12 (8+2+2),5,7000.0,,,3500.0,8149601062603926
Bali Catspace (Bali Catspace),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2024,,Bareboat,40.0,4,10,4,7020.0,7800.0,"- 10,00 %",3500.0,6237751372101520
Lagoon 450 Fly (PaSEAon),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2018,,Con equipaggio,46.0,5,10,4,7200.0,8000.0,"- 10,00 %",1000.0,5478631546504581
Dufour 44 (Moorings 44.3 Exclusive Plus),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2026,,Bareboat,46.0,3,7,3,7249.0,,,5865.0,7271741380000102903
Excess 12 (Aeolian Odyssey),13.06.2026 - 20.06.2026,"Preveza Marina, Grecia","Preveza Marina, Grecia",Greece,Ionian,Catamarano,2022,,Bareboat,39.0,5,11 10+1,5,7500.0,,,4200.0,3815181180802142
Lagoon 52F (Saga),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2019,,Con equipaggio,52.0,7,10 (8 people in the cabins +2 crew members in the bunk-bed cabin),5,7500.0,15000.0,"- 50,00 %",0.0,13351381747302193
Jeanneau 54 (PELAGIC SAIL),13.06.2026 - 20.06.2026,"Lefkada / Nydri / Hotel Armonia, Grecia","Lefkada / Nydri / Hotel Armonia, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,53.0,6,12,4,7565.0,8900.0,"- 15,00 %",1000.0,2714400688002996
Bali 4.2 (High School),13.06.2026 - 20.06.2026,"Kefalonia / Agia Pelagia Marina, Grecia","Kefalonia / Agia Pelagia Marina, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,42.0,5,9 (8+1),4,7840.0,9800.0,"- 20,00 %",3000.0,5283110260000102535
Lagoon 46 (Lizz),13.06.2026 - 20.06.2026,"Lefkada / Marina Perigiali, Grecia","Lefkada / Marina Perigiali, Grecia",Greece,Ionian,Catamarano,2021,,Bareboat,46.0,6,12 convertible salon table into double berth,5,7920.0,8800.0,"- 10,00 %",700.0,5471611494903502
Lagoon 46 (Achilles),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Catamarano,2020,,Bareboat,46.0,6,10 (8+2),4,8000.0,10000.0,"- 20,00 %",4000.0,3206980806301496
Isla 40 (Kebitree),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,38.0,4,10,4,8000.0,,,3500.0,7114127610000101002
Saxdor 320 GTC (Serendipity),13.06.2026 - 19.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a motore,2022,,Con equipaggio,34.0,1,4 (2+2),1,8065.0,,,0.0,4807653390000106337
Azimut 43 S (Shine V),13.06.2026 - 19.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a motore,2008,,Con equipaggio,43.0,2,4,2,8066.0,8490.0,"- 5,00 %",0.0,2655860698901004
Elba 45 (PHOEBE),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,44.0,6,10 (8+2),5,8100.0,9000.0,"- 10,00 %",0.0,6143164080000104647
Fjord 40 Cruiser (Shine IV),13.06.2026 - 19.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a motore,,,Con equipaggio,39.0,2,4,1,8408.0,8850.0,"- 5,00 %",0.0,8249350558601004
Lagoon 450 Fly (No name - Whole Yacht),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2018,,Bareboat,46.0,6,10,4,8455.0,8900.0,"- 5,00 %",1500.0,6554107620000107641
Lagoon 46 (Zoey),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,46.0,6,10,4,8510.0,9250.0,"- 8,00 %",4000.0,4959181358002762
Bali 4.2 (Stelina II),13.06.2026 - 20.06.2026,"Preveza Marina, Grecia","Preveza Marina, Grecia",Greece,Ionian,Catamarano,2025,,Bareboat,42.0,4,10 +convertible sofa in saloon + 1 skipper cabin,4,8550.0,9500.0,"- 10,00 %",4000.0,4997001476003140
Axopar 37 XC Cross Cabin (AMA),13.06.2026 - 19.06.2026,"Kalamata Port, Grecia","Kalamata Port, Grecia",Greece,South Peloponnese,Barca a motore,2025,,Con equipaggio,38.0,1,2,1,8586.0,10600.0,"- 19,00 %",0.0,6228891890000104347
Motorboat (Carpe Diem),13.06.2026 - 19.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a motore,2024,,Con equipaggio,36.0,0,0,1,8750.0,,,250.0,7512816080000108069
Lagoon 46 (Corfu),13.06.2026 - 20.06.2026,"Corfu / Marina Benitses, Grecia","Corfu / Marina Benitses, Grecia",Greece,Ionian,Catamarano,2024,,Con equipaggio,46.0,6,12 10+2,6,8910.0,11880.0,"- 25,00 %",1000.0,5936483340000105772
x-reuse (Jimmy ),13.06.2026 - 19.06.2026,"Lefkada / Port of Lefkas, Grecia - Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Yacht a motore,2008,,Con equipaggio,47.0,2,4,1,9400.0,,,3500.0,1037734360000102458
Lagoon 46 (Spiritus),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,46.0,6,12,6,9440.0,11800.0,"- 20,00 %",4000.0,5131471264301496
Lagoon 46 (Latria),13.06.2026 - 20.06.2026,"Corfu / Marina Benitses, Grecia","Corfu / Marina Benitses, Grecia",Greece,Ionian,Catamarano,2025,,Con equipaggio,46.0,6,12 10+2,6,9504.0,11880.0,"- 20,00 %",1000.0,6226402220000105772
Windelo 54 (STARDUST),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2024,,Bareboat,53.0,4,8,2,9900.0,11000.0,"- 10,00 %",1000.0,6766913130000104050
Bali 4.8 (Calypso),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2020,,Bareboat,46.0,6,12,6,9916.0,14800.0,"- 33,00 %",500.0,2859320823701135
Bali 4.6 (Ecstasis),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2021,,Bareboat,47.0,6,12,5,10030.0,11800.0,"- 15,00 %",500.0,3151271220000101135
Dufour Catamaran 48 (Orfeas),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2023,,Bareboat,48.0,5,11 (10 + 1),5,10125.0,13500.0,"- 25,00 %",750.0,5496371264301496
Lagoon 50 (PELAGIC CAT),13.06.2026 - 20.06.2026,"Lefkada / Nydri / Hotel Armonia, Grecia","Lefkada / Nydri / Hotel Armonia, Grecia",Greece,Ionian,Catamarano,2019,,Bareboat,48.0,6,13,5,10350.0,11500.0,"- 10,00 %",1000.0,2737270688002996
Lagoon 50 (Aeolian Myth),13.06.2026 - 20.06.2026,"Preveza Marina, Grecia","Preveza Marina, Grecia",Greece,Ionian,Catamarano,2019,,Con equipaggio,48.0,6,12 11+1 (including crew),6,10357.0,13200.0,"- 21,54 %",4200.0,1934759020000102142
Lagoon 50 (Solana),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Catamarano,2021,,Con equipaggio,48.0,6,10 (10+2),4,10397.0,,,0.0,3757511700000105276
Bali 4.2 (Persona Grata),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Catamarano,2022,,Bareboat,42.0,6,10,4,10462.0,,,3500.0,3723792280000102818
Lagoon 46 (Hydra XIV),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2022,,Bareboat,46.0,6,12,5,10530.0,11700.0,"- 10,00 %",600.0,8357661544405249
Leopard 51 PC (PARADISE SEA),13.06.2026 - 20.06.2026,"Lefkada / Nydri / Hotel Armonia, Grecia","Lefkada / Nydri / Hotel Armonia, Grecia",Greece,Ionian,Catamarano a motore,2017,,Bareboat,51.0,4,10,4,10800.0,,,1000.0,18653341289402996
Lagoon 50 (Aqua Star),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2018,,Bareboat,48.0,6,12,5,11120.0,13900.0,"- 20,00 %",5000.0,7798791481301496
Elba 45 (Ambrosia),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2022,,Bareboat,44.0,4,8,4,11195.0,,,4200.0,3814322270000102753
"Saona 47 (Crewed ""Alegria"")",13.06.2026 - 20.06.2026,"Kalamata Marina, Grecia - Milos / Port of Milos, Grecia","Kalamata Marina, Grecia",Greece,South Peloponnese,Catamarano,2021,,Con equipaggio,47.0,5,"8 (8+1) 4 double en-suite cabins, one of which has a single cabin attached",5,11491.0,13440.0,"- 14,50 %",0.0,2926955220000104347
Excess 15 (Tranquillity),13.06.2026 - 20.06.2026,"Preveza / Mytikas Port, Grecia","Preveza / Mytikas Port, Grecia",Greece,Ionian,Catamarano,2022,,Bareboat,49.0,8,14,4,11784.0,14730.0,"- 20,00 %",0.0,6682325410000107709
Lagoon 50 (Rio),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2021,,Bareboat,48.0,8,12,6,13500.0,15000.0,"- 10,00 %",600.0,8359361544405249
Lagoon 51 (ERRANT VAGABOND),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Catamarano,2024,,Bareboat,50.0,6,12,4,14200.0,,,0.0,7257815570000107282
MY6 (Premium),13.06.2026 - 20.06.2026,"Lefkada / Sivota Marina Lefkada, Grecia","Lefkada / Sivota Marina Lefkada, Grecia",Greece,Ionian,Catamarano a motore,2023,,Con equipaggio,46.0,4,7 6 + 1 +1,3,14415.0,15500.0,"- 7,00 %",3000.0,7517205630000104431
Lagoon 51 (DOLCIA),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2026,,Con equipaggio,51.0,7,12 (10+2),5,15750.0,17500.0,"- 10,00 %",1500.0,7140512460000104647
Lagoon 51 (NORTH STAR),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Catamarano,2024,,Con equipaggio,51.0,6,12,5,15750.0,17500.0,"- 10,00 %",0.0,5496586160000104647
Azimut 46 (ALMA LIBRE II A/C GEN),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a motore,2002,,Con equipaggio,48.0,3,6,2,15800.0,,,3000.0,2029850829903111
Moody 64 (TAISA),13.06.2026 - 20.06.2026,"Corfu harbor, Grecia","Corfu harbor, Grecia",Greece,Ionian,Barca a vela,2004,2019,Con equipaggio,63.0,3,6,3,16385.0,,,0.0,7427787290000102996
Gulet (Aphrodite),13.06.2026 - 20.06.2026,"Corfu / Old Port , Grecia","Corfu / Old Port , Grecia",Greece,Ionian,Caicco,2017,,Con equipaggio,82.0,7,20,7,16800.0,,,3000.0,2002533670000103034
Gulet (Classic),13.06.2026 - 20.06.2026,"Lefkada / Nydri Marina, Grecia - Corfu / Old Port , Grecia","Lefkada / Nydri Marina, Grecia",Greece,Ionian,Caicco,1994,2023,Con equipaggio,85.0,10,20,8,17500.0,,,3000.0,7524876780000108074
Gulet (Eros),13.06.2026 - 20.06.2026,"Zakynthos / Zante, Grecia","Zakynthos / Zante, Grecia",Greece,Ionian,Caicco,1999,2022,Con equipaggio,108.0,11,25,11,17500.0,,,3000.0,2002508490000103034
Gulet (Hera),13.06.2026 - 20.06.2026,"Corfu / Old Port , Grecia","Corfu / Old Port , Grecia",Greece,Ionian,Caicco,1997,,Con equipaggio,92.0,9,24,9,18200.0,,,3000.0,1393719200000103034
Sail boat (MORNING CALM),13.06.2026 - 20.06.2026,"Lefkada / Vliho Yacht Club, Grecia","Lefkada / Vliho Yacht Club, Grecia",Greece,Ionian,Barca a vela,2002,,Con equipaggio,65.0,3,6,3,18600.0,,,0.0,4446497840000106044
Lagoon 51 (Premium),13.06.2026 - 19.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Catamarano,2025,,Con equipaggio,50.0,6,12 (10+2),4,19000.0,,,0.0,6346369130000107480
Gulet (Hemera),13.06.2026 - 20.06.2026,"Zakynthos / Zante, Grecia","Zakynthos / Zante, Grecia",Greece,Ionian,Caicco,1996,2018,Con equipaggio,92.0,9,18,9,19250.0,,,3000.0,1393728390000103034
Motoryacht (Like A Boss),13.06.2026 - 20.06.2026,"Kalamata Port, Grecia - Pilos / Pylos Marina, Grecia","Kalamata Port, Grecia",Greece,South Peloponnese,Yacht a motore,1998,2023,Con equipaggio,73.0,4,10,4,21000.0,,,0.0,7572963470000104347
Sunseeker 74 (Premium),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Yacht a motore,2011,,Con equipaggio,70.0,4,8,4,26900.0,,,0.0,9046120558601004
Motor sailer (OXYZEN),13.06.2026 - 20.06.2026,"Piraeus / Marina Zeas, Grecia - Lefkada / Sivota Marina Lefkada, Grecia","Piraeus / Marina Zeas, Grecia",Greece,Athens / Saronic Gulf,Motorsailer,2007,,Con equipaggio,128.0,8,18,8,62150.0,,,0.0,7592212990000104405
Lagoon 51 (Aranel),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2025,,Con equipaggio,54.0,6,10,4,20720.0,,,0.0,4157861506406096
