name,dates,base,base_primary,country,region,type,anno,anno_refit,service,length_ft,cabins,berths,wc,price_eur,original_price_eur,discount,deposit_eur,yacht_id
Bavaria Cruiser 46 (Mojito),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,47.0,4,9,3,2984.0,3510.0,"- 15,00 %",3000.0,5964390980902973
Bavaria Cruiser 46 (Mojito),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,45.0,4,8,3,2984.0,3510.0,"- 15,00 %",2500.0,3397601088702954
Oceanis 40.1 (Surya),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,42.0,4,10,2,3000.0,3600.0,"- 16,66 %",500.0,3194221161903502
Dufour 460 Grand Large (Tango I),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,44.0,5,10,3,3000.0,4100.0,"- 26,83 %",500.0,7288057220000103502
Sun Odyssey 469 (All blue III),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2015,2025,Bareboat,48.0,4,10 (+2 daily),4,3000.0,5000.0,"- 40,00 %",2500.0,4561741766907273
Dufour 460 Grand Large (Millennium Falcon),13.06.2026 - 20.06.2026,"Lefkada / Marina Perigiali, Grecia","Lefkada / Marina Perigiali, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,46.0,4,10 salon convertible to double berth,4,3000.0,4200.0,"- 28,57 %",500.0,10391851599803502
Beneteau 50 (Tetina),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,1999,2021,Con equipaggio,51.0,3,6,3,3000.0,,,3000.0,2675541210805328
Dufour 460 Grand Large (Tango II),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,44.0,5,10,3,3000.0,4100.0,"- 26,83 %",500.0,7288063750000103502
Oceanis 40.1 (AMPELI ),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,41.0,3,6,2,3016.0,4750.0,"- 36,50 %",2500.0,4294521049304581
Bavaria 46 Cruiser (Faethon),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2017,,Bareboat,45.0,4,9,3,3042.0,3380.0,"- 10,00 %",2500.0,5185111088004485
Sun Odyssey 440 (BLACK BIRD),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2021,,Bareboat,44.0,4,10,2,3060.0,3400.0,"- 10,00 %",500.0,4458520987503582
Sun Odyssey 469 (Kos 469.1),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2014,2026,Bareboat,46.0,4,8,4,3071.0,3700.0,"- 17,00 %",2500.0,7322993660000107954
Sun Odyssey 410 (Seamater),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2021,,Bareboat,41.0,3,6,2,3089.0,3900.0,"- 20,80 %",2500.0,4031621301202371
Oceanis 45 (Zeppelin),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia - Piraeus / Athens Marina S.A., Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Barca a vela,2012,2026,Bareboat,44.0,3,6,3,3100.0,,,2000.0,7563981570000107944
Dufour 430 (Echo II),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,43.0,4,10 (8+2),2,3100.0,3700.0,"- 16,22 %",500.0,7288051570000103502
Dufour 430 (Echo I),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,43.0,4,10 (8+2),2,3100.0,3700.0,"- 16,22 %",500.0,7288046250000103502
Oceanis 45 (AF-OC45),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,45.0,4,9,2,3118.0,4790.0,"- 34,90 %",3000.0,2955890450301802
Oceanis 45 (Allegria),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,45.0,4,10,2,3120.0,4800.0,"- 35,00 %",3000.0,1998420680702973
Oceanis 45 (Allegria),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,46.0,4,10 (8+2),2,3120.0,4800.0,"- 35,00 %",3000.0,2731342780000104143
Oceanis 40.1 (Vienna Nano),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,41.0,3,8,2,3128.0,4000.0,"- 21,80 %",2500.0,4236810913902934
Oceanis 34.1 (Pink Floyd),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2024,,Bareboat,35.0,3,6,1,3137.0,,,2500.0,5439348400000102753
Bavaria Cruiser 51 (AF-B51C),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2014,,Bareboat,49.0,5,10,3,3142.0,4400.0,"- 28,60 %",3000.0,642977370000101802
Dufour 430 (Triumph),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,43.0,4,8,2,3171.0,3730.0,"- 15,00 %",3000.0,3116580989802954
Sun Odyssey 410 (Garfish ),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2021,,Bareboat,41.0,3,8,2,3200.0,4000.0,"- 20,00 %",2500.0,4376271049304581
Sun Odyssey 410 (LUCIA),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,41.0,3,8 (6+2),2,3220.0,,,2500.0,4285531047603926
Oceanis 40.1 (Elma Built 2022),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,7 6 in cabins +1 saloon,2,3220.0,4600.0,"- 30,00 %",2500.0,4139220962701520
Bavaria 46 (Cpt JOHN ),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,47.0,4,8,3,3230.0,3400.0,"- 5,00 %",3000.0,4323071703207509
Sun Odyssey 469 (KOS 469.2),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,46.0,4,8,4,3230.0,3400.0,"- 5,00 %",2500.0,4276871703207509
"Dufour 460 Grand Large (Cosmopolitan - ( The boat is located in the Port of Sivota, Lefkada ) )",13.06.2026 - 20.06.2026,"Lefkada / Sivota Marina Lefkada, Grecia","Lefkada / Sivota Marina Lefkada, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,46.0,4,10,4,3233.0,5300.0,"- 39,00 %",3500.0,5280401546504581
Bavaria C42 (Sofia),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,6,2,3233.0,4150.0,"- 22,10 %",2500.0,4863890558601004
Oceanis 40.1 (),13.06.2026 - 20.06.2026,"Kefalonia / Sami Port, Grecia","Kefalonia / Sami Port, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,7,2,3268.0,3800.0,"- 14,00 %",1200.0,23878021173700233
Sun Odyssey 440 (Irini),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2018,,Bareboat,44.0,4,8,2,3280.0,4100.0,"- 20,00 %",3500.0,5892311443201496
Sun Odyssey 410 (Aloha),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,8,2,3280.0,4100.0,"- 20,00 %",2500.0,3675281900000104103
Oceanis 54 (AF-O54),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,55.0,5,12,4,3300.0,,,3000.0,9273350932501802
Oceanis 41.1 (Ioanna),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,41.0,3,8 6+2,2,3300.0,4400.0,"- 25,00 %",3000.0,6371610588601002
Bavaria C42 (),13.06.2026 - 20.06.2026,"Preveza Marina, Grecia","Preveza Marina, Grecia",Greece,Ionian,Barca a vela,2024,,Bareboat,41.0,3,6,2,3306.0,3800.0,"- 13,00 %",1200.0,34285751353900233
Bavaria Cruiser 46 Style (Euphoria (Pax 10)),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2021,,Bareboat,47.0,4,9,3,3322.0,5200.0,"- 36,11 %",3000.0,3556880898003021
Dufour 460 (Silia),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2017,,Bareboat,46.0,4,8,3,3325.0,3500.0,"- 5,00 %",3000.0,5724852400000104018
Bavaria 51 Cruiser (Sea You),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2010,,Bareboat,51.0,5,10,3,3380.0,5200.0,"- 35,00 %",2500.0,2704136980000104103
Elan Impression 50 (Dimitra),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,50.0,4,10 (8+2),3,3400.0,4100.0,"- 17,08 %",600.0,7287976940000103502
Oceanis 51.1 (Atman),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2021,,Bareboat,52.0,6,12 (8 people in the cabins + 2 in the bunk beds + 1 in the saloon area + 1 in the bow cabin),4,3404.0,7400.0,"- 54,00 %",4500.0,3234435770000102193
Sun Odyssey 410 (Marianna),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,6,2,3420.0,3800.0,"- 10,00 %",0.0,3708083400000101357
Sun Odyssey 410 (Naias),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2024,,Bareboat,41.0,3,8 6+2,2,3443.0,4050.0,"- 15,00 %",0.0,5611513390000101909
Dufour 460 Grand Large (Ritmico),13.06.2026 - 20.06.2026,"Lefkada / Vliho Yacht Club, Grecia","Lefkada / Vliho Yacht Club, Grecia",Greece,Ionian,Barca a vela,2018,,Bareboat,46.0,4,9 (8+1),4,3443.0,4050.0,"- 15,00 %",2500.0,7357422190000105725
Dufour 460 Grand Large (Joanne),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,46.0,4,10,4,3465.0,4950.0,"- 30,00 %",3000.0,3497550962701520
Oceanis 54 (Sirena De Oro),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,55.0,5,10,4,3480.0,,,2500.0,7300422460000107944
Sun Odyssey 410 (KONSTANTINOS),13.06.2026 - 20.06.2026,"Lefkada / Nydri / Hotel Armonia, Grecia - Preveza Main Port, Grecia","Lefkada / Nydri / Hotel Armonia, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,41.0,3,8,2,3485.0,4100.0,"- 15,00 %",500.0,4400730831702996
Lagoon 400 S2 (AQUADANCER),13.06.2026 - 20.06.2026,"Lefkada / Nydri Port, Grecia","Lefkada / Nydri Port, Grecia",Greece,Ionian,Catamarano,2017,,Con equipaggio,39.0,4,10 (8+2),4,3500.0,5000.0,"- 30,00 %",1500.0,4739101128704623
Sun Odyssey 490 (LADY FLORA 2),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,47.0,5,9 (8+1),5,3500.0,,,2500.0,2234111062603926
Sun Odyssey 519 (Aquaholic),13.06.2026 - 20.06.2026,"Lefkada / Marina Perigiali, Grecia","Lefkada / Marina Perigiali, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,52.0,6,12 11+1,3,3500.0,5500.0,"- 36,37 %",600.0,7966171599803502
Bavaria Cruiser 46 (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2017,,Bareboat,46.0,4,8,3,3500.0,,,1200.0,4269780363200233
Bavaria Cruiser 46 (),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2017,,Bareboat,46.0,4,8,3,3500.0,,,1200.0,4637740363200233
Sun Odyssey 490 (Queens of Utrecht),13.06.2026 - 20.06.2026,"Lefkada / Marina Perigiali, Grecia","Lefkada / Marina Perigiali, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,47.0,6,11,4,3501.0,4500.0,"- 22,21 %",600.0,5475001494903502
Oceanis 45 (Oceanis 45 Built 2012),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2012,,Bareboat,45.0,4,8,2,3510.0,3900.0,"- 10,00 %",3000.0,6822521372101520
Sun Odyssey 519 (KONTIKI),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2017,,Bareboat,52.0,6,12,4,3510.0,5400.0,"- 35,00 %",3000.0,6379937350000104969
Sun Odyssey 490 (Adamastos),13.06.2026 - 20.06.2026,"Preveza Marina, Grecia","Preveza Marina, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,49.0,5,10,5,3538.0,5800.0,"- 39,00 %",2500.0,4258751476003140
Sun Odyssey 440 (FUNKY ONE),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,44.0,4,10 (8+2),2,3548.0,4174.0,"- 15,00 %",0.0,7581407620000108736
Sun Odyssey 440 (DIAMOND),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,44.0,4,10 (8+2),2,3548.0,4174.0,"- 15,00 %",0.0,7609738670000108736
Sun Odyssey 389 (Sunsail 38 Classic),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,37.0,3,7 (6+1),1,3569.0,4199.0,"- 15,00 %",4830.0,2888161120000102889
Bavaria Cruiser 46 (CJ),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2016,,Bareboat,47.0,4,10,3,3573.0,3970.0,"- 10,00 %",2500.0,5477807760000106670
"Lagoon 42 (No Name: Forward Cabin #1 (Cabin Charter 2 pax) FULLY CREWED, ALL EXPENSES)",13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2018,,Cabina,42.0,4,8,4,3580.0,,,0.0,1364304460000102971
"Lagoon 42 (No Name: Forward Cabin #2 (Cabin Charter 2 pax) FULLY CREWED, ALL EXPENSES)",13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2018,,Cabina,42.0,4,8,4,3580.0,,,0.0,2128000780502971
Sun Odyssey 415 (Akita),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2026,,Bareboat,41.0,3,8 (6 + 2),2,3600.0,4500.0,"- 20,00 %",2500.0,7231085360000104103
Oceanis 46.1 (LaRiMaR),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,48.0,5,12,3,3600.0,4500.0,"- 20,00 %",2500.0,4911859620000106399
Oceanis 46.1 (Glykeria ),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,48.0,4,10,4,3630.0,5500.0,"- 34,00 %",3000.0,4525361546504581
Oceanis 48 (Butterfly (A/C - Generator - 12 pax)),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,48.0,5,12 (10+2),3,3640.0,5200.0,"- 30,00 %",3000.0,2619598900000103475
Bavaria Cruiser 51 (Alma Libre III),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2018,,Bareboat,49.0,5,10,3,3679.0,5660.0,"- 35,00 %",3000.0,4101280680702973
Oceanis 51.1 (THEODORA GEN.+A.C.),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,52.0,5,10,3,3686.0,4550.0,"- 19,00 %",3600.0,3184420768201492
Oceanis 46.1 (Glykeria),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,48.0,4,10,4,3740.0,5950.0,"- 37,14 %",3000.0,9573981188701002
Sun Odyssey 439 (Aliki),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,44.0,4,10,2,3740.0,4400.0,"- 15,00 %",600.0,8410211575303582
Sun Odyssey 439 (ALIKI),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2015,,Bareboat,44.0,4,10,2,3740.0,4400.0,"- 15,00 %",600.0,1498276610000102996
Sun Odyssey 469 (KEFI),13.06.2026 - 20.06.2026,"Preveza Main Port, Grecia","Preveza Main Port, Grecia",Greece,Ionian,Barca a vela,2014,,Bareboat,46.0,4,10,4,3750.0,5000.0,"- 25,00 %",600.0,16741121289402996
Elan Impression 45.1 (Thetis),13.06.2026 - 20.06.2026,"Palairos / Marina Paleros, Grecia","Palairos / Marina Paleros, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,45.0,4,10,2,3760.0,4700.0,"- 20,00 %",3000.0,7684351037801002
Sun Odyssey 440 (Jolie),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,43.0,4,10 (8+2),2,3760.0,4700.0,"- 20,00 %",2500.0,2704077850000104103
Sun Odyssey 440 (Celine),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,43.0,4,10 (8+2),2,3760.0,4700.0,"- 20,00 %",2500.0,2704070100000104103
Oceanis 46.1 (Ellaida Built 2019),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2019,,Bareboat,48.0,4,9 8 in cabins 1 in saloon,4,3780.0,5400.0,"- 30,00 %",3600.0,2525420726001520
Oceanis 46.1 (MariMar),13.06.2026 - 20.06.2026,"Lefkada / Nikiana Marina, Grecia","Lefkada / Nikiana Marina, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,48.0,5,12 10+2,3,3800.0,5950.0,"- 36,13 %",3000.0,6581988810000101002
Sun Odyssey 380 (Sunsail 38.0 Classic),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,37.0,3,7 (6+1),2,3824.0,4499.0,"- 15,00 %",4830.0,3797179910000102889
Oceanis 46.1 (Chrisel),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,48.0,5,10,3,3900.0,5680.0,"- 31,34 %",3000.0,6128250680902973
Oceanis 51.1 (Dima II),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2018,,Bareboat,52.0,6,12 (10+1+1),4,3900.0,5200.0,"- 25,00 %",4000.0,6079241481301496
Sun Odyssey 49 (Joy),13.06.2026 - 20.06.2026,"Corfu / Gouvia / D-Marin Marina Gouvia, Grecia","Corfu / Gouvia / D-Marin Marina Gouvia, Grecia",Greece,Ionian,Barca a vela,2005,,Bareboat,49.0,4,10 (8+2),4,3900.0,4000.0,"- 2,50 %",3000.0,6552980580000101002
Dufour 37 (Sunsail 37.3 Premium Plus),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2026,,Bareboat,35.0,3,6,1,3909.0,4599.0,"- 15,00 %",4830.0,7268366140000102889
Dufour 37 (Sunsail 37.3 Premium Plus),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2026,,Bareboat,35.0,3,6,1,3909.0,4599.0,"- 15,00 %",4830.0,7268367140000102889
Dufour 37 (Sunsail 37.3 Premium Plus),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2026,,Bareboat,35.0,3,6,1,3909.0,4599.0,"- 15,00 %",4830.0,7268365140000102889
Sun Odyssey 410 (LILIANE),13.06.2026 - 20.06.2026,"Lefkada / Nydri / Hotel Armonia, Grecia","Lefkada / Nydri / Hotel Armonia, Grecia",Greece,Ionian,Barca a vela,2023,,Bareboat,41.0,3,8,2,3910.0,4600.0,"- 15,00 %",500.0,10140061289402996
Sun Odyssey 410 (BARRACUDA),13.06.2026 - 20.06.2026,"Corfu / Marina Benitses, Grecia","Corfu / Marina Benitses, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,41.0,3,8,2,3910.0,4600.0,"- 15,00 %",500.0,8394700940602996
Hanse 458 (Euphoria),13.06.2026 - 20.06.2026,"Lefkada / Port of Lefkas, Grecia","Lefkada / Port of Lefkas, Grecia",Greece,Ionian,Barca a vela,2021,,Bareboat,46.0,4,10 8+2 Saloon table convertible,2,3920.0,4900.0,"- 20,00 %",0.0,31491310872701909
Oceanis 46.1 (),13.06.2026 - 20.06.2026,"Preveza Marina, Grecia","Preveza Marina, Grecia",Greece,Ionian,Barca a vela,2022,,Bareboat,46.0,4,9,4,3951.0,4760.0,"- 17,00 %",1600.0,23881971173700233
Oceanis 54 (Alex),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2009,,Bareboat,55.0,5,10 (8+2),4,3955.0,6400.0,"- 38,20 %",3500.0,1126800255001002
Oceanis 51.1 (Vixen (Pax 12) ),13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Barca a vela,2020,,Bareboat,52.0,6,12,4,3960.0,6600.0,"- 40,00 %",3500.0,4146310898003021
"Lagoon 42 (No Name: Master Cabin #2 (Cabin Charter 2 pax) FULLY CREWED, ALL EXPENSES)",13.06.2026 - 20.06.2026,"Lefkada / D-Marin Marina Lefkas, Grecia","Lefkada / D-Marin Marina Lefkas, Grecia",Greece,Ionian,Catamarano,2018,,Cabina,42.0,4,8,4,3980.0,,,0.0,1364310000000102971
